datetime,PublicGrid_0_import (kWh)
2024-04-08T15:00:00Z,0.0
2024-04-08T15:15:00Z,0.0
2024-04-08T15:30:00Z,0.0
2024-04-08T15:45:00Z,0.0
2024-04-08T16:00:00Z,0.0
2024-04-08T16:15:00Z,0.0
2024-04-08T16:30:00Z,0.004
2024-04-08T16:45:00Z,0.003
2024-04-08T17:00:00Z,0.0049999999998835
2024-04-08T17:15:00Z,0.095
2024-04-08T17:30:00Z,0.0570000000001164
2024-04-08T17:45:00Z,0.07
2024-04-08T18:00:00Z,0.026
2024-04-08T18:15:00Z,0.035
2024-04-08T18:30:00Z,0.016
2024-04-08T18:45:00Z,0.0
2024-04-08T19:00:00Z,0.0
2024-04-08T19:15:00Z,0.001
2024-04-08T19:30:00Z,0.0
2024-04-08T19:45:00Z,0.001
2024-04-08T20:00:00Z,0.0
2024-04-08T20:15:00Z,0.0
2024-04-08T20:30:00Z,0.0
2024-04-08T20:45:00Z,0.0009999999998835
2024-04-08T21:00:00Z,0.0
2024-04-08T21:15:00Z,0.0
2024-04-08T21:30:00Z,0.0
2024-04-08T21:45:00Z,0.0
2024-04-08T22:00:00Z,0.0
2024-04-08T22:15:00Z,0.0
2024-04-08T22:30:00Z,0.0010000000001164
2024-04-08T22:45:00Z,0.0
2024-04-08T23:00:00Z,0.001
2024-04-08T23:15:00Z,0.0
2024-04-08T23:30:00Z,0.0
2024-04-08T23:45:00Z,0.001
2024-04-09T00:00:00Z,0.0
2024-04-09T00:15:00Z,0.001
2024-04-09T00:30:00Z,0.0
2024-04-09T00:45:00Z,0.0
2024-04-09T01:00:00Z,0.0009999999998835
2024-04-09T01:15:00Z,0.0700000000001164
2024-04-09T01:30:00Z,0.0879999999998835
2024-04-09T01:45:00Z,0.0880000000001164
2024-04-09T02:00:00Z,0.0859999999998835
2024-04-09T02:15:00Z,0.0730000000001164
2024-04-09T02:30:00Z,0.072
2024-04-09T02:45:00Z,0.0659999999998835
2024-04-09T03:00:00Z,0.0640000000001164
2024-04-09T03:15:00Z,0.0709999999998835
2024-04-09T03:30:00Z,0.0750000000001164
2024-04-09T03:45:00Z,0.0829999999998835
2024-04-09T04:00:00Z,0.092
2024-04-09T04:15:00Z,0.139
2024-04-09T04:30:00Z,0.1040000000001164
2024-04-09T04:45:00Z,0.101
2024-04-09T05:00:00Z,0.183
2024-04-09T05:15:00Z,0.1219999999998835
2024-04-09T05:30:00Z,0.1040000000001164
2024-04-09T05:45:00Z,0.084
2024-04-09T06:00:00Z,0.051
2024-04-09T06:15:00Z,0.036
2024-04-09T06:30:00Z,0.003
2024-04-09T06:45:00Z,0.0
2024-04-09T07:00:00Z,0.0
2024-04-09T07:15:00Z,0.0009999999998835
2024-04-09T07:30:00Z,0.0
2024-04-09T07:45:00Z,0.0
2024-04-09T08:00:00Z,0.001
2024-04-09T08:15:00Z,0.0
2024-04-09T08:30:00Z,0.0
2024-04-09T08:45:00Z,0.0
2024-04-09T09:00:00Z,0.0
2024-04-09T09:15:00Z,0.0
2024-04-09T09:30:00Z,0.0
2024-04-09T09:45:00Z,0.0
2024-04-09T10:00:00Z,0.0
2024-04-09T10:15:00Z,0.0
2024-04-09T10:30:00Z,0.0
2024-04-09T10:45:00Z,0.0
2024-04-09T11:00:00Z,0.1320000000001164
2024-04-09T11:15:00Z,0.0309999999998835
2024-04-09T11:30:00Z,0.0440000000001164
2024-04-09T11:45:00Z,0.2
2024-04-09T12:00:00Z,0.037
2024-04-09T12:15:00Z,0.033
2024-04-09T12:30:00Z,0.0409999999998835
2024-04-09T12:45:00Z,0.0130000000001164
2024-04-09T13:00:00Z,0.0
2024-04-09T13:15:00Z,0.0
2024-04-09T13:30:00Z,0.0
2024-04-09T13:45:00Z,0.0
