datetime,PublicGrid_0 (kW)
2024-01-01T00:00:00Z,0.0
2024-01-01T00:15:00Z,0.0
2024-01-01T00:30:00Z,0.0
2024-01-01T00:45:00Z,0.0
2024-01-01T01:00:00Z,0.0
2024-01-01T01:15:00Z,0.0
2024-01-01T01:30:00Z,0.0
2024-01-01T01:45:00Z,0.0
2024-01-01T02:00:00Z,0.0
2024-01-01T02:15:00Z,0.0
2024-01-01T02:30:00Z,0.0
2024-01-01T02:45:00Z,0.0
2024-01-01T03:00:00Z,0.0
2024-01-01T03:15:00Z,0.0
2024-01-01T03:30:00Z,0.0
2024-01-01T03:45:00Z,0.0
2024-01-01T04:00:00Z,0.0
2024-01-01T04:15:00Z,0.0
2024-01-01T04:30:00Z,0.0
2024-01-01T04:45:00Z,0.0
2024-01-01T05:00:00Z,0.0
2024-01-01T05:15:00Z,0.0
2024-01-01T05:30:00Z,0.0
2024-01-01T05:45:00Z,0.0
2024-01-01T06:00:00Z,0.0
2024-01-01T06:15:00Z,0.0
2024-01-01T06:30:00Z,0.0
2024-01-01T06:45:00Z,0.0
2024-01-01T07:00:00Z,0.0
2024-01-01T07:15:00Z,0.0012469135802469136
2024-01-01T07:30:00Z,0.00134375
2024-01-01T07:45:00Z,-0.00011801242236024845
2024-01-01T08:00:00Z,0.0006163522012578616
2024-01-01T08:15:00Z,0.0
2024-01-01T08:30:00Z,0.005
2024-01-01T08:45:00Z,-0.008
2024-01-01T09:00:00Z,0.0022147239263803683
2024-01-01T09:15:00Z,0.001901840490797546
2024-01-01T09:30:00Z,-0.0017222222222222224
2024-01-01T09:45:00Z,0.00075625
2024-01-01T10:00:00Z,0.0
2024-01-01T10:15:00Z,0.0
2024-01-01T10:30:00Z,0.0
2024-01-01T10:45:00Z,0.0
2024-01-01T11:00:00Z,0.0
2024-01-01T11:15:00Z,0.0
2024-01-01T11:30:00Z,0.0
2024-01-01T11:45:00Z,0.0
2024-01-01T12:00:00Z,0.0
2024-01-01T12:15:00Z,0.0
2024-01-01T12:30:00Z,0.0
2024-01-01T12:45:00Z,-0.03160248447204969
2024-01-01T13:00:00Z,-0.28444444444444444
2024-01-01T13:15:00Z,-0.27885093167701863
2024-01-01T13:30:00Z,-0.43717721518987346
2024-01-01T13:45:00Z,-0.3361518987341772
2024-01-01T14:00:00Z,-0.19277987421383647
2024-01-01T14:15:00Z,-0.1522375
2024-01-01T14:30:00Z,-0.1267672955974843
2024-01-01T14:45:00Z,-0.009919753086419753
2024-01-01T15:00:00Z,-0.00010559006211180124
2024-01-01T15:15:00Z,0.0
2024-01-01T15:30:00Z,0.0014444444444444444
2024-01-01T15:45:00Z,0.0
2024-01-01T16:00:00Z,0.0
2024-01-01T16:15:00Z,0.0
2024-01-01T16:30:00Z,0.0
2024-01-01T16:45:00Z,0.0
2024-01-01T17:00:00Z,0.0
2024-01-01T17:15:00Z,0.0
2024-01-01T17:30:00Z,0.0
2024-01-01T17:45:00Z,0.0
2024-01-01T18:00:00Z,0.0
2024-01-01T18:15:00Z,0.0
2024-01-01T18:30:00Z,0.0
2024-01-01T18:45:00Z,0.0
2024-01-01T19:00:00Z,0.0
2024-01-01T19:15:00Z,0.0
2024-01-01T19:30:00Z,0.0
2024-01-01T19:45:00Z,0.0
2024-01-01T20:00:00Z,0.0
2024-01-01T20:15:00Z,0.0
2024-01-01T20:30:00Z,0.0
2024-01-01T20:45:00Z,0.0
2024-01-01T21:00:00Z,0.0
2024-01-01T21:15:00Z,0.0
2024-01-01T21:30:00Z,0.0
2024-01-01T21:45:00Z,0.0
2024-01-01T22:00:00Z,0.0
2024-01-01T22:15:00Z,0.0
2024-01-01T22:30:00Z,0.0
2024-01-01T22:45:00Z,0.0
2024-01-01T23:00:00Z,0.0
2024-01-01T23:15:00Z,0.0
2024-01-01T23:30:00Z,0.0
2024-01-01T23:45:00Z,0.0
2024-01-02T00:00:00Z,0.0
2024-01-02T00:15:00Z,0.0
2024-01-02T00:30:00Z,0.0
2024-01-02T00:45:00Z,0.0
2024-01-02T01:00:00Z,0.0
2024-01-02T01:15:00Z,0.0
2024-01-02T01:30:00Z,0.0
2024-01-02T01:45:00Z,0.0
2024-01-02T02:00:00Z,0.0
2024-01-02T02:15:00Z,0.0
2024-01-02T02:30:00Z,0.0
2024-01-02T02:45:00Z,0.0
2024-01-02T03:00:00Z,0.0
2024-01-02T03:15:00Z,0.0
2024-01-02T03:30:00Z,0.0
2024-01-02T03:45:00Z,0.0
2024-01-02T04:00:00Z,0.0
2024-01-02T04:15:00Z,0.0
2024-01-02T04:30:00Z,0.0
2024-01-02T04:45:00Z,0.0
2024-01-02T05:00:00Z,1.875e-05
2024-01-02T05:15:00Z,0.0
2024-01-02T05:30:00Z,0.0
2024-01-02T05:45:00Z,0.0
2024-01-02T06:00:00Z,0.0
2024-01-02T06:15:00Z,0.0
2024-01-02T06:30:00Z,0.0
2024-01-02T06:45:00Z,0.0
2024-01-02T07:00:00Z,0.0
2024-01-02T07:15:00Z,0.0017025316455696203
2024-01-02T07:30:00Z,0.0
2024-01-02T07:45:00Z,0.0012732919254658385
2024-01-02T08:00:00Z,0.004462962962962963
2024-01-02T08:15:00Z,0.0
2024-01-02T08:30:00Z,0.0009813664596273293
2024-01-02T08:45:00Z,0.0
2024-01-02T09:00:00Z,-0.00795625
2024-01-02T09:15:00Z,-0.004537974683544304
2024-01-02T09:30:00Z,-0.006401273885350318
2024-01-02T09:45:00Z,-0.0009155844155844156
2024-01-02T10:00:00Z,0.0005384615384615384
2024-01-02T10:15:00Z,-0.001305732484076433
2024-01-02T10:30:00Z,-0.009248407643312102
2024-01-02T10:45:00Z,-0.006426751592356688
2024-01-02T11:00:00Z,0.002496815286624204
2024-01-02T11:15:00Z,0.0
2024-01-02T11:30:00Z,-0.000325
2024-01-02T11:45:00Z,0.0
2024-01-02T12:00:00Z,-0.00931055900621118
2024-01-02T12:15:00Z,-3.6809815950920246e-05
2024-01-02T12:30:00Z,0.0009012345679012346
2024-01-02T12:45:00Z,0.0007037037037037037
2024-01-02T13:00:00Z,-0.0020812499999999998
2024-01-02T13:15:00Z,-0.020018750000000002
2024-01-02T13:30:00Z,0.00125
2024-01-02T13:45:00Z,-0.00805
2024-01-02T14:00:00Z,-0.00031901840490797544
2024-01-02T14:15:00Z,0.0
2024-01-02T14:30:00Z,0.0
2024-01-02T14:45:00Z,0.0
2024-01-02T15:00:00Z,
2024-01-02T15:15:00Z,
2024-01-02T15:30:00Z,0.0
2024-01-02T15:45:00Z,
2024-01-02T16:00:00Z,
2024-01-02T16:15:00Z,
2024-01-02T16:30:00Z,
2024-01-02T16:45:00Z,
2024-01-02T17:00:00Z,
2024-01-02T17:15:00Z,
2024-01-02T17:30:00Z,
2024-01-02T17:45:00Z,
2024-01-02T18:00:00Z,
2024-01-02T18:15:00Z,
2024-01-02T18:30:00Z,
2024-01-02T18:45:00Z,
2024-01-02T19:00:00Z,
2024-01-02T19:15:00Z,
2024-01-02T19:30:00Z,
2024-01-02T19:45:00Z,
2024-01-02T20:00:00Z,
2024-01-02T20:15:00Z,
2024-01-02T20:30:00Z,
2024-01-02T20:45:00Z,
2024-01-02T21:00:00Z,
2024-01-02T21:15:00Z,
2024-01-02T21:30:00Z,
2024-01-02T21:45:00Z,
2024-01-02T22:00:00Z,
2024-01-02T22:15:00Z,
2024-01-02T22:30:00Z,
2024-01-02T22:45:00Z,
2024-01-02T23:00:00Z,
2024-01-02T23:15:00Z,
2024-01-02T23:30:00Z,
2024-01-02T23:45:00Z,
2024-01-03T00:00:00Z,
2024-01-03T00:15:00Z,
2024-01-03T00:30:00Z,
2024-01-03T00:45:00Z,
2024-01-03T01:00:00Z,
2024-01-03T01:15:00Z,
2024-01-03T01:30:00Z,
2024-01-03T01:45:00Z,
2024-01-03T02:00:00Z,
2024-01-03T02:15:00Z,
2024-01-03T02:30:00Z,
2024-01-03T02:45:00Z,
2024-01-03T03:00:00Z,
2024-01-03T03:15:00Z,
2024-01-03T03:30:00Z,
2024-01-03T03:45:00Z,
