datetime,PublicGrid_0 (kW)
2024-04-08T15:00:00Z,-0.37029940119760474
2024-04-08T15:15:00Z,-0.31527710843373496
2024-04-08T15:30:00Z,-0.25712048192771086
2024-04-08T15:45:00Z,-0.15735329341317364
2024-04-08T16:00:00Z,-0.1676
2024-04-08T16:15:00Z,-0.035684848484848486
2024-04-08T16:30:00Z,0.0017202380952380954
2024-04-08T16:45:00Z,0.01924550898203593
2024-04-08T17:00:00Z,0.07861904761904762
2024-04-08T17:15:00Z,0.29136746987951806
2024-04-08T17:30:00Z,0.1324071856287425
2024-04-08T17:45:00Z,0.2721144578313253
2024-04-08T18:00:00Z,0.016011904761904762
2024-04-08T18:15:00Z,0.02131137724550898
2024-04-08T18:30:00Z,0.06110778443113772
2024-04-08T18:45:00Z,0.39080722891566266
2024-04-08T19:00:00Z,0.3542248520710059
2024-04-08T19:15:00Z,0.3918922155688623
2024-04-08T19:30:00Z,0.37546987951807226
2024-04-08T19:45:00Z,0.36053939393939394
2024-04-08T20:00:00Z,0.3374879518072289
2024-04-08T20:15:00Z,0.32690361445783134
2024-04-08T20:30:00Z,0.2986190476190476
2024-04-08T20:45:00Z,0.29595238095238097
2024-04-08T21:00:00Z,0.299422619047619
2024-04-08T21:15:00Z,0.3184610778443114
2024-04-08T21:30:00Z,0.31003614457831324
2024-04-08T21:45:00Z,0.30291071428571426
2024-04-08T22:00:00Z,0.30584023668639054
2024-04-08T22:15:00Z,0.29691666666666666
2024-04-08T22:30:00Z,0.31541566265060245
2024-04-08T22:45:00Z,0.28422023809523805
2024-04-08T23:00:00Z,0.23375595238095237
2024-04-08T23:15:00Z,0.24907142857142858
2024-04-08T23:30:00Z,0.2484319526627219
2024-04-08T23:45:00Z,0.27601785714285715
2024-04-09T00:00:00Z,0.2692530120481928
2024-04-09T00:15:00Z,0.23282035928143713
2024-04-09T00:30:00Z,0.25816766467065866
2024-04-09T00:45:00Z,0.3171845238095238
2024-04-09T01:00:00Z,0.33592771084337353
2024-04-09T01:15:00Z,0.30982738095238094
2024-04-09T01:30:00Z,0.29178443113772456
2024-04-09T01:45:00Z,0.29659281437125745
2024-04-09T02:00:00Z,0.2995939393939394
2024-04-09T02:15:00Z,0.2566167664670659
2024-04-09T02:30:00Z,0.2589642857142857
2024-04-09T02:45:00Z,0.22847305389221556
2024-04-09T03:00:00Z,0.2293272727272727
2024-04-09T03:15:00Z,0.25207738095238097
2024-04-09T03:30:00Z,0.27147023809523807
2024-04-09T03:45:00Z,0.28662874251497006
2024-04-09T04:00:00Z,0.31510179640718566
2024-04-09T04:15:00Z,0.48592215568862274
2024-04-09T04:30:00Z,0.3625182926829268
2024-04-09T04:45:00Z,0.34259880239520957
2024-04-09T05:00:00Z,0.7352352941176471
2024-04-09T05:15:00Z,0.4434047619047619
2024-04-09T05:30:00Z,0.4163795180722892
2024-04-09T05:45:00Z,0.34247590361445784
2024-04-09T06:00:00Z,0.27122619047619045
2024-04-09T06:15:00Z,0.2055421686746988
2024-04-09T06:30:00Z,0.1135421686746988
2024-04-09T06:45:00Z,0.08237724550898204
2024-04-09T07:00:00Z,0.11200602409638555
2024-04-09T07:15:00Z,0.06968674698795181
2024-04-09T07:30:00Z,-0.014778443113772455
2024-04-09T07:45:00Z,0.00394047619047619
2024-04-09T08:00:00Z,0.0076547619047619055
2024-04-09T08:15:00Z,0.035733727810650893
2024-04-09T08:30:00Z,0.03245180722891566
2024-04-09T08:45:00Z,0.012095808383233533
2024-04-09T09:00:00Z,0.0017891566265060242
2024-04-09T09:15:00Z,0.0045209580838323354
2024-04-09T09:30:00Z,0.0006309523809523809
2024-04-09T09:45:00Z,0.007692771084337349
2024-04-09T10:00:00Z,0.005898203592814372
2024-04-09T10:15:00Z,0.0016626506024096386
2024-04-09T10:30:00Z,0.0034550898203592815
2024-04-09T10:45:00Z,0.0041428571428571434
2024-04-09T11:00:00Z,0.00327710843373494
2024-04-09T11:15:00Z,0.004279761904761905
2024-04-09T11:30:00Z,-0.0025149700598802393
2024-04-09T11:45:00Z,0.003773809523809524
2024-04-09T12:00:00Z,-0.014452380952380953
2024-04-09T12:15:00Z,0.005969879518072289
2024-04-09T12:30:00Z,-0.0009397590361445783
2024-04-09T12:45:00Z,0.016810650887573962
2024-04-09T13:00:00Z,0.002187878787878788
2024-04-09T13:15:00Z,0.48052095808383233
2024-04-09T13:30:00Z,1.1629820359281438
2024-04-09T13:45:00Z,0.8328682634730539
2024-04-09T14:00:00Z,1.3784363636363637
2024-04-09T14:15:00Z,0.7408982035928144
2024-04-09T14:30:00Z,0.15046107784431137
2024-04-09T14:45:00Z,1.695684523809524
2024-04-09T15:00:00Z,0.029833333333333333
2024-04-09T15:15:00Z,0.004333333333333333
2024-04-09T15:30:00Z,-0.007621301775147929
2024-04-09T15:45:00Z,0.007341463414634147
2024-04-09T16:00:00Z,0.004071428571428571
2024-04-09T16:15:00Z,0.0009221556886227545
2024-04-09T16:30:00Z,0.0014969696969696971
2024-04-09T16:45:00Z,0.006
2024-04-09T17:00:00Z,0.0024191616766467065
2024-04-09T17:15:00Z,0.0059880952380952385
2024-04-09T17:30:00Z,0.0017048192771084339
2024-04-09T17:45:00Z,0.0022874251497005988
2024-04-09T18:00:00Z,0.004451807228915663
2024-04-09T18:15:00Z,0.005233532934131736
2024-04-09T18:30:00Z,0.004180722891566265
2024-04-09T18:45:00Z,0.0028554216867469877
2024-04-09T19:00:00Z,0.004293413173652695
2024-04-09T19:15:00Z,0.0008802395209580839
2024-04-09T19:30:00Z,0.003478787878787879
2024-04-09T19:45:00Z,0.0007159763313609467
2024-04-09T20:00:00Z,0.0028928571428571428
2024-04-09T20:15:00Z,0.0016488095238095237
2024-04-09T20:30:00Z,0.0014578313253012047
2024-04-09T20:45:00Z,0.0015988023952095809
2024-04-09T21:00:00Z,5.572406060606061
2024-04-09T21:15:00Z,7.756630303030303
2024-04-09T21:30:00Z,1.372754491017964
2024-04-09T21:45:00Z,0.21758083832335331
2024-04-09T22:00:00Z,0.2560421686746988
2024-04-09T22:15:00Z,0.2620240963855422
2024-04-09T22:30:00Z,7.535048192771084
2024-04-09T22:45:00Z,7.81879393939394
2024-04-09T23:00:00Z,7.7834666666666665
2024-04-09T23:15:00Z,7.789603658536586
2024-04-09T23:30:00Z,7.748414634146341
2024-04-09T23:45:00Z,7.753067073170731
2024-04-10T00:00:00Z,7.790687116564417
2024-04-10T00:15:00Z,7.7374024390243905
2024-04-10T00:30:00Z,7.3878509316770185
2024-04-10T00:45:00Z,5.785085889570552
2024-04-10T01:00:00Z,4.590464285714285
2024-04-10T01:15:00Z,3.570562130177515
2024-04-10T01:30:00Z,2.7021840490797544
2024-04-10T01:45:00Z,0.349644578313253
2024-04-10T02:00:00Z,0.35329585798816565
2024-04-10T02:15:00Z,0.3447869822485207
2024-04-10T02:30:00Z,0.46315757575757577
2024-04-10T02:45:00Z,0.28262941176470585
2024-04-10T03:00:00Z,0.2808192771084337
2024-04-10T03:15:00Z,0.27987951807228917
2024-04-10T03:30:00Z,0.2839940476190476
2024-04-10T03:45:00Z,0.2094191616766467
2024-04-10T04:00:00Z,0.25235542168674696
2024-04-10T04:15:00Z,0.3326686746987952
2024-04-10T04:30:00Z,0.33221556886227543
2024-04-10T04:45:00Z,0.46898192771084335
2024-04-10T05:00:00Z,0.6340595238095239
2024-04-10T05:15:00Z,0.40690419161676644
2024-04-10T05:30:00Z,0.3096011904761905
2024-04-10T05:45:00Z,0.29501796407185626
2024-04-10T06:00:00Z,0.23891071428571428
2024-04-10T06:15:00Z,0.09439520958083833
2024-04-10T06:30:00Z,0.040295180722891566
2024-04-10T06:45:00Z,0.004431137724550898
2024-04-10T07:00:00Z,-0.0017604790419161677
2024-04-10T07:15:00Z,-0.01867455621301775
2024-04-10T07:30:00Z,-0.0006144578313253011
2024-04-10T07:45:00Z,0.0013454545454545455
2024-04-10T08:00:00Z,0.0009216867469879519
2024-04-10T08:15:00Z,0.0018787878787878789
2024-04-10T08:30:00Z,0.001622754491017964
2024-04-10T08:45:00Z,0.0027333333333333333
2024-04-10T09:00:00Z,0.0031183431952662723
2024-04-10T09:15:00Z,0.0014610778443113772
2024-04-10T09:30:00Z,0.0006547619047619047
2024-04-10T09:45:00Z,0.0005628742514970059
2024-04-10T10:00:00Z,0.0017797619047619046
2024-04-10T10:15:00Z,0.001221556886227545
2024-04-10T10:30:00Z,0.0035119047619047617
2024-04-10T10:45:00Z,0.0010357142857142859
2024-04-10T11:00:00Z,-0.0003846153846153846
2024-04-10T11:15:00Z,0.0032023809523809526
2024-04-10T11:30:00Z,0.026179640718562876
2024-04-10T11:45:00Z,-0.014771084337349399
2024-04-10T12:00:00Z,-0.0040299401197604785
2024-04-10T12:15:00Z,0.0019879518072289156
2024-04-10T12:30:00Z,0.0006626506024096385
2024-04-10T12:45:00Z,0.0016190476190476191
2024-04-10T13:00:00Z,-0.004580838323353293
2024-04-10T13:15:00Z,-3.571428571428571e-05
2024-04-10T13:30:00Z,0.006915662650602409
2024-04-10T13:45:00Z,0.01265680473372781
2024-04-10T14:00:00Z,-0.008831325301204819
2024-04-10T14:15:00Z,-0.3790180722891566
2024-04-10T14:30:00Z,-0.6166547619047619
2024-04-10T14:45:00Z,-0.4146987951807229
2024-04-10T15:00:00Z,-1.8673353293413175
2024-04-10T15:15:00Z,0.9656309523809524
2024-04-10T15:30:00Z,-1.6515502958579882
2024-04-10T15:45:00Z,-1.1347245508982038
2024-04-10T16:00:00Z,-0.1802874251497006
2024-04-10T16:15:00Z,-1.6698734939759035
2024-04-10T16:30:00Z,-2.0588579881656806
2024-04-10T16:45:00Z,-0.6058284023668639
2024-04-10T17:00:00Z,-1.9168928571428572
2024-04-10T17:15:00Z,1.3864437869822483
2024-04-10T17:30:00Z,2.051180722891566
2024-04-10T17:45:00Z,0.4557168674698795
2024-04-10T18:00:00Z,-0.4245238095238095
2024-04-10T18:15:00Z,-1.4115089820359281
2024-04-10T18:30:00Z,-0.3342289156626506
2024-04-10T18:45:00Z,-0.32297023809523806
2024-04-10T19:00:00Z,1.5006107784431137
2024-04-10T19:15:00Z,-0.3023571428571428
2024-04-10T19:30:00Z,-0.5728023952095809
2024-04-10T19:45:00Z,0.4101867469879518
2024-04-10T20:00:00Z,0.31353614457831325
2024-04-10T20:15:00Z,0.2605568862275449
2024-04-10T20:30:00Z,0.2906848484848485
2024-04-10T20:45:00Z,0.8030479041916168
2024-04-10T21:00:00Z,1.7172289156626508
2024-04-10T21:15:00Z,-1.3837964071856288
2024-04-10T21:30:00Z,0.3984311377245509
2024-04-10T21:45:00Z,0.8280429447852761
2024-04-10T22:00:00Z,0.5857573964497041
2024-04-10T22:15:00Z,1.2872710843373494
2024-04-10T22:30:00Z,-0.12326347305389221
2024-04-10T22:45:00Z,1.6442469879518073
2024-04-10T23:00:00Z,1.2284761904761903
2024-04-10T23:15:00Z,1.0268502994011977
2024-04-10T23:30:00Z,0.7193975903614457
2024-04-10T23:45:00Z,-0.15231927710843374
2024-04-11T00:00:00Z,0.6520133333333333
2024-04-11T00:15:00Z,-0.5410892857142857
2024-04-11T00:30:00Z,-0.7989880239520958
2024-04-11T00:45:00Z,-1.6080299401197606
2024-04-11T01:00:00Z,0.3898493975903614
2024-04-11T01:15:00Z,0.2537425149700599
2024-04-11T01:30:00Z,0.6315843373493977
2024-04-11T01:45:00Z,-0.22568072289156627
