datetime,Consumer_0_elec,PublicGrid_0_elec,Charger_0_elec,Consumer_0_heat,PublicGrid_0_heat,Charger_0_heat
08/04/2024 15:00:00,-0.3541924656944981,-1.529890867638835,0,0.0,0.0,0.0
08/04/2024 15:15:00,-0.3367213492063493,-1.3739222871572871,0,0.0,0.0,0.0
08/04/2024 15:30:00,-0.3133743150684931,-1.1901309480894018,0,0.0,0.0,0.0
08/04/2024 15:45:00,-0.3073192222222222,-0.9293592230074598,0,0.0,0.0,0.0
08/04/2024 16:00:00,-0.3222209663120567,-0.9548543761536967,0,0.0,0.0,0.0
08/04/2024 16:15:00,-0.6051702618831366,-0.3275614454339366,0,0.0,0.0,0.0
08/04/2024 16:30:00,-0.8773171490818549,0.0,0,0.0,0.0,0.0
08/04/2024 16:45:00,-0.6604468980549966,0.0,0,0.0,0.0,0.0
08/04/2024 17:00:00,-2.406606344950849,0.0,0,0.0,0.0,0.0
08/04/2024 17:15:00,-2.203877854938271,0.0,0,0.0,0.0,0.0
08/04/2024 17:30:00,-1.5072614059590317,0.0,0,0.0,0.0,0.0
08/04/2024 17:45:00,-2.7888548629930745,0.09328190925641966,0,0.0,0.0,0.0
08/04/2024 18:00:00,-0.7670301231310465,0.0,0,0.0,0.0,0.0
08/04/2024 18:15:00,-0.9425486111111108,0.0,0,0.0,0.0,0.0
08/04/2024 18:30:00,-0.6103688677394036,0.0,0,0.0,0.0,0.0
08/04/2024 18:45:00,-0.4310406307550645,0.0,0,0.0,0.0,0.0
08/04/2024 19:00:00,-0.3910814202632384,0.0,0,0.0,0.0,0.0
08/04/2024 19:15:00,-0.4374222953216372,0.0,0,0.0,0.0,0.0
08/04/2024 19:30:00,-0.4152853641456583,0.0,0,0.0,0.0,0.0
08/04/2024 19:45:00,-0.4047061643835616,0.0,0,0.0,0.0,0.0
08/04/2024 20:00:00,-0.3895675776583034,0.0,0,0.0,0.0,0.0
08/04/2024 20:15:00,-0.37993003003003,0.0,0,0.0,0.0,0.0
08/04/2024 20:30:00,-0.3485038057124922,0.0,0,0.0,0.0,0.0
08/04/2024 20:45:00,-0.3465867670038655,0.0,0,0.0,0.0,0.0
08/04/2024 21:00:00,-0.3445173414940364,0.0,0,0.0,0.0,0.0
08/04/2024 21:15:00,-0.3700487832874197,0.0,0,0.0,0.0,0.0
08/04/2024 21:30:00,-0.3588031890130354,0.0,0,0.0,0.0,0.0
08/04/2024 21:45:00,-0.3516053273528486,0.0,0,0.0,0.0,0.0
08/04/2024 22:00:00,-0.3569043296089385,0.0,0,0.0,0.0,0.0
08/04/2024 22:15:00,-0.3452849136730716,0.0,0,0.0,0.0,0.0
08/04/2024 22:30:00,-0.3628279437849639,0.0,0,0.0,0.0,0.0
08/04/2024 22:45:00,-0.3042090631271665,0.0,0,0.0,0.0,0.0
08/04/2024 23:00:00,-0.2480207015959048,0.0,0,0.0,0.0,0.0
08/04/2024 23:15:00,-0.2651203703703704,0.0,0,0.0,0.0,0.0
