datetime,Consumer_0_elec,PublicGrid_0_elec,Charger_0_elec,Consumer_0_heat,PublicGrid_0_heat,Charger_0_heat
08/04/2024 15:00:00,-0.5184612756264236,-0.566416844157158,0,0.0,0.0,0.0
08/04/2024 15:15:00,-0.3981922222222222,-0.5934930837856243,0,0.0,0.0,0.0
08/04/2024 15:30:00,-0.4769977777777778,-0.40117633133946123,0,0.0,0.0,0.0
08/04/2024 15:45:00,-0.4353407407407408,-0.28719908715758397,0,0.0,0.0,0.0
08/04/2024 16:00:00,-0.3839111111111111,-0.3662333333333333,0,0.0,0.0,0.0
08/04/2024 16:15:00,-0.8116987037037037,-9.49062312627369e-08,0,0.0,0.0,0.0
08/04/2024 16:30:00,-1.0301683333333334,-9.469826434127526e-08,0,0.0,0.0,0.0
08/04/2024 16:45:00,-0.7811918518518518,-9.466371631017267e-08,0,0.0,0.0,0.0
08/04/2024 17:00:00,-2.4732581481481484,-6.618379440048727e-07,0,0.0,0.0,0.0
08/04/2024 17:15:00,-2.046463888888889,-6.192187012032946e-07,0,0.0,0.0,0.0
08/04/2024 17:30:00,-1.4651116666666666,-5.625870929115706e-07,0,0.0,0.0,0.0
08/04/2024 17:45:00,-2.610217222222222,-7.738457941108834e-07,0,0.0,0.0,0.0
08/04/2024 18:00:00,-0.791505,-3.0769880798864335e-07,0,0.0,0.0,0.0
08/04/2024 18:15:00,-1.0738433333333333,-1.5484194704207255e-07,0,0.0,0.0,0.0
08/04/2024 18:30:00,-0.6918166666666667,-3.653770255240829e-07,0,0.0,0.0,0.0
08/04/2024 18:45:00,-0.4773866666666667,-3.833245789119921e-07,0,0.0,0.0,0.0
08/04/2024 19:00:00,-0.4357633333333333,1.4836235556758837e-07,0,0.0,0.0,0.0
08/04/2024 19:15:00,-0.4035992592592592,1.483622397713269e-07,0,0.0,0.0,0.0
08/04/2024 19:30:00,-0.3987962962962963,1.4836201789325543e-07,0,0.0,0.0,0.0
08/04/2024 19:45:00,-0.4977111111111111,1.4836176698285186e-07,0,0.0,0.0,0.0
08/04/2024 20:00:00,-0.3999644444444444,9.635827791232288e-08,0,0.0,0.0,0.0
08/04/2024 20:15:00,-0.4502188888888889,9.635888736925224e-08,0,0.0,0.0,0.0
08/04/2024 20:30:00,-0.3489388888888888,9.635921427442184e-08,0,0.0,0.0,0.0
08/04/2024 20:45:00,-0.3388305555555556,9.635918485351169e-08,0,0.0,0.0,0.0
08/04/2024 21:00:00,-0.4333955555555556,2.004800066512935e-07,0,0.0,0.0,0.0
08/04/2024 21:15:00,-0.3972755555555555,2.0049136484345809e-07,0,0.0,0.0,0.0
08/04/2024 21:30:00,-0.4235,2.0047768117814613e-07,0,0.0,0.0,0.0
08/04/2024 21:45:00,-0.3725356347438753,2.0048236187841795e-07,0,0.0,0.0,0.0
08/04/2024 22:00:00,-0.349891640866873,8.181636546034099e-08,0,0.0,0.0,0.0
08/04/2024 22:15:00,-0.4146372222222222,8.167904930189707e-08,0,0.0,0.0,0.0
08/04/2024 22:30:00,-0.3548327777777778,8.167900034106168e-08,0,0.0,0.0,0.0
08/04/2024 22:45:00,-0.4232324074074074,8.16790214908103e-08,0,0.0,0.0,0.0
08/04/2024 23:00:00,-0.2551075925925926,2.6802805414005704e-07,0,0.0,0.0,0.0
08/04/2024 23:15:00,-0.3680622222222222,2.680280160594073e-07,0,0.0,0.0,0.0
08/04/2024 23:30:00,-0.3031048148148148,2.6802805935810525e-07,0,0.0,0.0,0.0
08/04/2024 23:45:00,-0.3786829629629629,2.680280355993325e-07,0,0.0,0.0,0.0
09/04/2024 00:00:00,-0.3086127777777777,5.563757712323536e-07,0,0.0,0.0,0.0
09/04/2024 00:15:00,-0.2562844444444444,5.563661050755897e-07,0,0.0,0.0,0.0
09/04/2024 00:30:00,-0.3283916666666666,5.564171728922318e-07,0,0.0,0.0,0.0
09/04/2024 00:45:00,-0.5356888888888889,5.56557543829328e-07,0,0.0,0.0,0.0
09/04/2024 01:00:00,-0.4958659259259259,1.461830082205573e-06,0,0.0,0.0,0.0
09/04/2024 01:15:00,-0.3696625925925926,1.4613436976063099e-06,0,0.0,0.0,0.0
09/04/2024 01:30:00,-0.3531546296296296,1.4617164935115667e-06,0,0.0,0.0,0.0
09/04/2024 01:45:00,-0.3714735185185185,1.462302297805529e-06,0,0.0,0.0,0.0
09/04/2024 02:00:00,-0.397312037037037,1.3985556535089927e-06,0,0.0,0.0,0.0
09/04/2024 02:15:00,-0.4693862962962963,1.3996750077849285e-06,0,0.0,0.0,0.0
09/04/2024 02:30:00,-0.4312488888888888,1.3998507183421438e-06,0,0.0,0.0,0.0
09/04/2024 02:45:00,-0.3763133333333333,1.3997915480068457e-06,0,0.0,0.0,0.0
09/04/2024 03:00:00,-0.3731861111111111,9.879930245593194e-07,0,0.0,0.0,0.0
09/04/2024 03:15:00,-0.4515663698049194,9.886945257497892e-07,0,0.0,0.0,0.0
09/04/2024 03:30:00,-0.3378255555555556,9.883541722266465e-07,0,0.0,0.0,0.0
09/04/2024 03:45:00,-0.4233018518518519,9.892513667120184e-07,0,0.0,0.0,0.0
09/04/2024 04:00:00,-0.3817844444444444,1.0651486371804353e-06,0,0.0,0.0,0.0
