datetime,grid_power,grid_import,grid_export
2024-04-12T15:00:00Z,-0.3219780187901642,0.0,1.796
2024-04-12T15:15:00Z,-0.197680166030517,1.2439999999990687,0.008
2024-04-12T15:30:00Z,-0.2551662973553754,0.0080000000009312,1.668
2024-04-12T15:45:00Z,2.0085268179398374e-05,0.132,0.744
2024-04-12T16:00:00Z,5.159609919314079e-07,2.028,0.0
2024-04-12T16:15:00Z,5.31252185353992e-07,0.2919999999990684,0.548
2024-04-12T16:30:00Z,5.267028988856226e-07,0.0,1.9120000000002328
2024-04-12T16:45:00Z,2.1728884179450514e-07,0.0,1.4159999999997672
2024-04-12T17:00:00Z,1.2037747351700823e-07,0.0,2.332
2024-04-12T17:15:00Z,1.2031996668437905e-07,1.192,0.008
2024-04-12T17:30:00Z,1.2033447838177835e-07,1.8720000000009311,0.0
2024-04-12T17:45:00Z,1.2039893854121075e-07,0.344,0.0
2024-04-12T18:00:00Z,1.317526870381336e-07,0.0,0.584
2024-04-12T18:15:00Z,1.3175624341554837e-07,0.0,1.492
2024-04-12T18:30:00Z,1.311922012692257e-07,0.0,0.256
2024-04-12T18:45:00Z,1.312010402543251e-07,0.0,0.272
2024-04-12T19:00:00Z,2.8979196409206764e-07,1.4479999999990687,0.004
2024-04-12T19:15:00Z,2.90288648896464e-07,0.0,0.316
2024-04-12T19:30:00Z,2.9142078578070496e-07,0.0,0.54
2024-04-12T19:45:00Z,2.941771892195355e-07,0.5640000000009312,0.012
2024-04-12T20:00:00Z,3.68780067205865e-07,0.4719999999990684,0.0
2024-04-12T20:15:00Z,3.671806050875581e-07,0.3920000000009312,0.0
2024-04-12T20:30:00Z,3.478684257318676e-07,0.336,0.0
2024-04-12T20:45:00Z,3.4785057706487876e-07,0.804,0.0
2024-04-12T21:00:00Z,7.574585438874237e-07,1.716,0.0
2024-04-12T21:15:00Z,7.574238491403484e-07,0.032,1.348
2024-04-12T21:30:00Z,7.573871718680181e-07,0.4519999999990684,0.0
2024-04-12T21:45:00Z,7.573757226930766e-07,0.804,0.0
2024-04-12T22:00:00Z,1.1739037602542801e-06,0.5280000000009312,0.0
2024-04-12T22:15:00Z,1.1740228247902884e-06,1.408,0.0
2024-04-12T22:30:00Z,1.1738956278706247e-06,0.584,0.0
2024-04-12T22:45:00Z,1.1738488198687058e-06,1.904,0.0
2024-04-12T23:00:00Z,3.511035840952914e-06,0.544,0.0
2024-04-12T23:15:00Z,3.5222730556394577e-06,1.396,0.0
2024-04-12T23:30:00Z,3.459696397090095e-06,1.316,0.0
2024-04-12T23:45:00Z,3.404662237194156e-06,0.0079999999990684,1.532
2024-04-13T00:00:00Z,0.2620844344902328,0.0960000000009312,0.008
2024-04-13T00:15:00Z,0.229462212420847,0.0,0.6960000000002328
2024-04-13T00:30:00Z,0.2231955457490208,0.0,0.2159999999997668
2024-04-13T00:45:00Z,0.3144388785423167,0.184,0.992
2024-04-13T01:00:00Z,0.3060354997809595,0.332,0.0
2024-04-13T01:15:00Z,0.29649438866945127,0.3040000000009312,0.0
2024-04-13T01:30:00Z,0.2966154997785109,1.0679999999990684,0.0
2024-04-13T01:45:00Z,0.24101549978866132,0.3960000000009312,0.0
2024-04-13T02:00:00Z,0.24936455795968718,1.688,0.0
2024-04-13T02:15:00Z,0.3097804838675903,0.0359999999990684,1.692
2024-04-13T02:30:00Z,0.2343152987005984,1.132,0.0
2024-04-13T02:45:00Z,0.23187752092125646,0.22,0.464
