datetime,grid_power,grid_import,grid_export
2024-04-14T15:00:00Z,-0.4451174993166288,0.0,0.4480000000018624
2024-04-14T15:15:00Z,-0.2671043111111111,0.0,0.268
2024-04-14T15:30:00Z,-0.23301020000000022,0.0,0.2359999999981372
2024-04-14T15:45:00Z,-0.17936506666666674,0.0,0.1840000000018624
2024-04-14T16:00:00Z,-0.20982566043414091,0.0,0.2119999999981372
2024-04-14T16:15:00Z,-0.09932443774610383,0.0,0.104
2024-04-14T16:30:00Z,0.0598347325951131,0.0,0.0
2024-04-14T16:45:00Z,0.0990385157443706,0.0,0.0
2024-04-14T17:00:00Z,7.108736469474408e-07,0.0,0.0040000000018624
2024-04-14T17:15:00Z,7.113128038804817e-07,4.516,0.0
2024-04-14T17:30:00Z,7.10799628711456e-07,2.92,0.0
2024-04-14T17:45:00Z,7.112596681624339e-07,1.788,0.0
2024-04-14T18:00:00Z,5.33655747925188e-08,0.32,0.012
2024-04-14T18:15:00Z,5.336571506919796e-08,0.0,0.0
2024-04-14T18:30:00Z,5.3365474927957735e-08,0.0,0.0039999999981372
2024-04-14T18:45:00Z,5.3365554558704176e-08,0.0,0.0
2024-04-14T19:00:00Z,1.0136079148237442e-07,0.0,0.0
2024-04-14T19:15:00Z,1.013604749577901e-07,0.0,0.0040000000018624
2024-04-14T19:30:00Z,1.0135978684155944e-07,0.0,0.0
2024-04-14T19:45:00Z,1.0135811667755235e-07,0.0,0.0039999999981372
2024-04-14T20:00:00Z,1.0368995168334512,0.0,0.0
2024-04-14T20:15:00Z,0.7300640452689835,0.0,0.0040000000018624
2024-04-14T20:30:00Z,0.798676144635088,0.0,0.0
2024-04-14T20:45:00Z,0.6251589348136756,0.0,0.0039999999981372
2024-04-14T21:00:00Z,0.3194507185537248,3.084,0.012
2024-04-14T21:15:00Z,0.2577377612187117,0.0,0.0
2024-04-14T21:30:00Z,0.3118643912067437,0.0,0.0
2024-04-14T21:45:00Z,0.3414028295523685,0.0,0.0
2024-04-14T22:00:00Z,0.31194900088516053,0.0,0.0040000000018624
2024-04-14T22:15:00Z,0.2986112093027162,0.0,0.0
2024-04-14T22:30:00Z,0.31046523148914007,0.0,0.0
2024-04-14T22:45:00Z,0.3011250411159914,0.0,0.0039999999981372
2024-04-14T23:00:00Z,0.29746464025051494,0.0,0.0
2024-04-14T23:15:00Z,0.2732443036335753,0.0,0.0040000000018624
2024-04-14T23:30:00Z,0.27576761849872955,0.0,0.0
2024-04-14T23:45:00Z,0.29371724920990644,0.216,0.0
2024-04-15T00:00:00Z,0.2861064892961212,0.284,0.0
2024-04-15T00:15:00Z,0.3249383223312382,0.328,0.0
2024-04-15T00:30:00Z,0.306197512002699,0.304,0.0
2024-04-15T00:45:00Z,0.3076528655058309,0.308,0.0
2024-04-15T01:00:00Z,0.30814166449564667,0.308,0.0
2024-04-15T01:15:00Z,0.279033472235148,0.284,0.0
2024-04-15T01:30:00Z,0.2657322963950555,0.264,0.0
2024-04-15T01:45:00Z,0.3682493148187585,0.372,0.0
2024-04-15T02:00:00Z,0.787733201834145,0.216,0.0
2024-04-15T02:15:00Z,0.6689733629442628,0.244,0.0
2024-04-15T02:30:00Z,0.646491281958524,0.284,0.0
2024-04-15T02:45:00Z,0.5113818648018906,0.336,0.0
2024-04-15T03:00:00Z,0.30687766947594847,0.304,0.0
2024-04-15T03:15:00Z,0.3063885537839748,0.308,0.0
2024-04-15T03:30:00Z,0.3009243365908964,0.3000000000009312,0.0
2024-04-15T03:45:00Z,0.2727428493267342,0.2719999999990684,0.0
2024-04-15T04:00:00Z,0.2670390394127939,0.268,0.0
2024-04-15T04:15:00Z,0.2508868183998791,0.252,0.0
2024-04-15T04:30:00Z,0.2349582989238395,0.236,0.0
2024-04-15T04:45:00Z,0.2270338546120825,0.228,0.0
2024-04-15T05:00:00Z,6.222166190061884e-07,0.252,0.0
2024-04-15T05:15:00Z,6.224959714917766e-07,0.312,0.0
2024-04-15T05:30:00Z,6.47030159894868e-07,0.2599999999990684,0.0
2024-04-15T05:45:00Z,7.213496111546647e-07,0.2080000000009312,0.0
2024-04-15T06:00:00Z,0.0648757898144294,0.0639999999990684,0.0
2024-04-15T06:15:00Z,1.3807942534846407e-07,0.0200000000009312,0.0
2024-04-15T06:30:00Z,1.4128996438794728e-07,0.028,0.0
2024-04-15T06:45:00Z,1.383664779974758e-07,0.0,0.0
2024-04-15T07:00:00Z,1.6005758413095705e-07,0.0,0.0
2024-04-15T07:15:00Z,1.6408573511039748e-07,0.0,0.0
2024-04-15T07:30:00Z,1.6407550984531838e-07,0.0,0.0
2024-04-15T07:45:00Z,1.6407468877988052e-07,0.0,0.0
2024-04-15T08:00:00Z,1.3128223426889942,0.0,0.004
2024-04-15T08:15:00Z,1.3981175646368387,0.0,0.0
2024-04-15T08:30:00Z,8.730644441928836e-06,0.0,0.0040000000018624
2024-04-15T08:45:00Z,8.454797372214884e-06,0.0,0.0
2024-04-15T09:00:00Z,7.985765236306896e-07,0.0,0.0
2024-04-15T09:15:00Z,7.767507589351297e-07,0.0,0.0039999999981372
2024-04-15T09:30:00Z,7.886758207620304e-07,0.0,0.0
2024-04-15T09:45:00Z,7.714348713716568e-07,0.0,0.0
2024-04-15T10:00:00Z,8.670039902403115e-07,0.0,0.0040000000018624
2024-04-15T10:15:00Z,8.642048783535916e-07,0.0,0.0
2024-04-15T10:30:00Z,8.601594020662962e-07,0.0,0.0039999999981372
2024-04-15T10:45:00Z,8.217259379605935e-07,0.0,0.0
2024-04-15T11:00:00Z,1.307815855833283e-06,0.0,0.0
2024-04-15T11:15:00Z,1.3094855549344864e-06,0.0,0.004
2024-04-15T11:30:00Z,4.063981597456079e-05,0.0,0.0
2024-04-15T11:45:00Z,1.138181502140928e-06,0.0,0.004
2024-04-15T12:00:00Z,3.8037488296338573e-06,0.0,0.0
2024-04-15T12:15:00Z,6.27130612440574e-06,0.0,0.004
2024-04-15T12:30:00Z,0.06987439825147253,0.0,0.0
2024-04-15T12:45:00Z,0.26479051302416395,0.0,0.0
2024-04-15T13:00:00Z,2.313164025189419,0.0,0.004
2024-04-15T13:15:00Z,2.165086351111111,0.964,0.0
2024-04-15T13:30:00Z,2.1659092364444446,2.176,0.0
2024-04-15T13:45:00Z,1.2424309706666687,1.132,0.0
2024-04-15T14:00:00Z,2.0461360939259254,1.96,0.0
2024-04-15T14:15:00Z,2.3225937137777777,2.28,0.0
2024-04-15T14:30:00Z,2.159395349333334,2.24,0.0
2024-04-15T14:45:00Z,1.0779242941234564,1.56,0.0
2024-04-15T15:00:00Z,1.2651566410060155e-06,0.016,0.0
2024-04-15T15:15:00Z,1.2768977437627171e-06,0.0,0.004
2024-04-15T15:30:00Z,4.34891003209259e-07,0.0,0.0
2024-04-15T15:45:00Z,4.3415894834808455e-07,0.0,0.0
2024-04-15T16:00:00Z,2.766229815487353e-07,0.0,0.0040000000018624
2024-04-15T16:15:00Z,2.796089609777286e-07,0.0,0.0
2024-04-15T16:30:00Z,1.2520009148864197e-07,0.0,0.0039999999981372
2024-04-15T16:45:00Z,1.2394461010312163e-07,0.0,0.0
2024-04-15T17:00:00Z,7.280653480101762e-08,0.0,0.0
2024-04-15T17:15:00Z,1.8625888425875814e-07,0.0,0.0040000000018624
2024-04-15T17:30:00Z,1.8768512899391965e-07,0.0,0.0
2024-04-15T17:45:00Z,1.88101580422817e-07,0.0,0.0039999999981372
2024-04-15T18:00:00Z,1.6813889147648808e-07,0.0,0.0
2024-04-15T18:15:00Z,1.6801248026165894e-07,0.0,0.0
2024-04-15T18:30:00Z,1.6771757355149575e-07,0.0,0.004
2024-04-15T18:45:00Z,1.674989775213298e-07,0.0,0.0
2024-04-15T19:00:00Z,2.151742699019188e-07,0.0,0.004
2024-04-15T19:15:00Z,2.1515250897552463e-07,0.0,0.0
2024-04-15T19:30:00Z,2.1533239896731615e-07,0.0,0.004
2024-04-15T19:45:00Z,2.151231648372942e-07,0.0,0.0
2024-04-15T20:00:00Z,4.677850617418322e-07,0.0,0.0
2024-04-15T20:15:00Z,4.679053264289301e-07,0.0,0.004
2024-04-15T20:30:00Z,4.703521299109781e-07,0.0,0.0
2024-04-15T20:45:00Z,4.7222860483087103e-07,0.0,0.0
2024-04-15T21:00:00Z,1.5929819988103056e-06,0.0,0.0
2024-04-15T21:15:00Z,1.579575170496117e-06,0.0,0.004
2024-04-15T21:30:00Z,1.577761413185108e-06,0.0,0.0
2024-04-15T21:45:00Z,1.5778828575396808e-06,0.0,0.0
2024-04-15T22:00:00Z,0.32439274705991233,0.0,0.0040000000018624
2024-04-15T22:15:00Z,0.32003588440454506,0.0,0.0
2024-04-15T22:30:00Z,0.3104412620367395,0.004,0.0039999999981372
2024-04-15T22:45:00Z,0.30382215996419787,0.0,0.0
2024-04-15T23:00:00Z,0.2684320381279094,0.0,0.0
2024-04-15T23:15:00Z,0.2545302151172568,0.0,0.004
2024-04-15T23:30:00Z,0.23026674633172114,0.0,0.0
2024-04-15T23:45:00Z,0.2723776601569179,0.0,0.0
2024-04-16T00:00:00Z,0.289085998641635,0.0,0.004
2024-04-16T00:15:00Z,0.3184955728909377,0.0,0.0040000000018624
2024-04-16T00:30:00Z,0.31477367692789576,0.0,0.0
2024-04-16T00:45:00Z,0.3135508976581943,0.0,0.0
2024-04-16T01:00:00Z,1.616218981219813,0.0,0.0039999999981372
2024-04-16T01:15:00Z,1.6152977010839218,0.0,0.0
2024-04-16T01:30:00Z,1.6494563064357197,0.0,0.004
2024-04-16T01:45:00Z,1.702025267052473,0.0,0.0
2024-04-16T02:00:00Z,0.232515151577652,0.0,0.004
2024-04-16T02:15:00Z,0.28913554546914555,0.0,0.0
2024-04-16T02:30:00Z,0.2877252583234238,0.0,0.004
2024-04-16T02:45:00Z,0.25684313989857166,0.0,0.0
2024-04-16T03:00:00Z,8.072653383678352e-05,0.0,0.0
2024-04-16T03:15:00Z,8.067848508414022e-05,0.0,0.0040000000018624
2024-04-16T03:30:00Z,8.061566978151413e-05,0.0,0.0
2024-04-16T03:45:00Z,8.050271305648504e-05,0.0,0.0
2024-04-16T04:00:00Z,1.728833491143611e-06,0.0,0.0039999999981372
