datetime,soc
08/04/2024 15:00:00,1.0
08/04/2024 15:15:00,1.0
08/04/2024 15:30:00,1.0
08/04/2024 15:45:00,1.0
08/04/2024 16:00:00,1.0
08/04/2024 16:15:00,1.0
08/04/2024 16:30:00,0.9954674707919413
08/04/2024 16:45:00,0.9839547098306629
08/04/2024 17:00:00,0.9767171941968373
08/04/2024 17:15:00,0.9392580375660781
08/04/2024 17:30:00,0.907059918542234
08/04/2024 17:45:00,0.883535641354507
08/04/2024 18:00:00,0.8408478557850323
08/04/2024 18:15:00,0.827898764690261
08/04/2024 18:30:00,0.8096258170081018
08/04/2024 18:45:00,0.797850615029162
08/04/2024 19:00:00,0.7897251611439042
08/04/2024 19:15:00,0.7823081654104257
08/04/2024 19:30:00,0.7754386246414432
08/04/2024 19:45:00,0.7686508336505612
08/04/2024 20:00:00,0.7601794435513116
08/04/2024 20:15:00,0.753371769864553
08/04/2024 20:30:00,0.7457087304975717
08/04/2024 20:45:00,0.7397695473397407
08/04/2024 21:00:00,0.734002415062447
08/04/2024 21:15:00,0.7266257205574845
08/04/2024 21:30:00,0.7198638136342214
08/04/2024 21:45:00,0.7126555483836767
08/04/2024 22:00:00,0.7063147321605034
08/04/2024 22:15:00,0.7003593324997791
08/04/2024 22:30:00,0.6933019179058552
08/04/2024 22:45:00,0.6872624166501059
08/04/2024 23:00:00,0.6800587060120441
08/04/2024 23:15:00,0.6757165969333303
08/04/2024 23:30:00,0.6694519213099945
08/04/2024 23:45:00,0.6642928660469428
09/04/2024 00:00:00,0.6578474180117617
09/04/2024 00:15:00,0.6525946133791062
09/04/2024 00:30:00,0.6482324734614107
09/04/2024 00:45:00,0.6426430183506626
09/04/2024 01:00:00,0.6335252199967532
09/04/2024 01:15:00,0.6250852362357591
09/04/2024 01:30:00,0.618793321192993
09/04/2024 01:45:00,0.6127823831886761
09/04/2024 02:00:00,0.6064596449241315
09/04/2024 02:15:00,0.5996971170606199
09/04/2024 02:30:00,0.591707835056666
09/04/2024 02:45:00,0.584367678314957
09/04/2024 03:00:00,0.5779625630281015
09/04/2024 03:15:00,0.5716106752436667
09/04/2024 03:30:00,0.5639247008120742
09/04/2024 03:45:00,0.5581746743354342
09/04/2024 04:00:00,0.5509697817045135
09/04/2024 04:15:00,0.5444715442922646
09/04/2024 04:30:00,0.5361088155845264
09/04/2024 04:45:00,0.5278736979778129
09/04/2024 05:00:00,0.5206378451718923
09/04/2024 05:15:00,0.5071080554820647
09/04/2024 05:30:00,0.49889223157198914
09/04/2024 05:45:00,0.48899010058070375
09/04/2024 06:00:00,0.4811384529772179
09/04/2024 06:15:00,0.47610890630772706
09/04/2024 06:30:00,0.47135402860807013
09/04/2024 06:45:00,0.46681726758986447
09/04/2024 07:00:00,0.46209967943964253
09/04/2024 07:15:00,0.45743033220578844
09/04/2024 07:30:00,0.45355728595241324
09/04/2024 07:45:00,0.4510638153779637
09/04/2024 08:00:00,0.4491207583719562
09/04/2024 08:15:00,0.4477626144777166
09/04/2024 08:30:00,0.4459156407544405
09/04/2024 08:45:00,0.44394491240427414
09/04/2024 09:00:00,0.44487147211328926
09/04/2024 09:15:00,0.4518715481621737
09/04/2024 09:30:00,0.4583062170491624
09/04/2024 09:45:00,0.466289984490833
09/04/2024 10:00:00,0.4739063724587105
09/04/2024 10:15:00,0.47727358048582064
09/04/2024 10:30:00,0.4771234271833743
09/04/2024 10:45:00,0.4761851228793684
09/04/2024 11:00:00,0.4736330910783691
09/04/2024 11:15:00,0.4731943229193941
09/04/2024 11:30:00,0.4782088400494306
09/04/2024 11:45:00,0.4909555956601307
09/04/2024 12:00:00,0.5357349993725491
09/04/2024 12:15:00,0.574786211869281
09/04/2024 12:30:00,0.6148617597385622
09/04/2024 12:45:00,0.6547541323921569
09/04/2024 13:00:00,0.694679261019608
09/04/2024 13:15:00,0.734598532130719
09/04/2024 13:30:00,0.7745188507189543
09/04/2024 13:45:00,0.814438982013072
09/04/2024 14:00:00,0.8543591467712419
09/04/2024 14:15:00,0.8942793055163398
09/04/2024 14:30:00,0.9341994653594772
09/04/2024 14:45:00,0.974119624993464
09/04/2024 15:00:00,1.0
09/04/2024 15:15:00,0.9933600986919557
09/04/2024 15:30:00,0.9715155941077146
09/04/2024 15:45:00,0.9659647728275564
09/04/2024 16:00:00,0.9683749108086748
09/04/2024 16:15:00,0.9677879804346733
09/04/2024 16:30:00,0.966021817705318
09/04/2024 16:45:00,0.9652136119641739
09/04/2024 17:00:00,0.9641986867039464
09/04/2024 17:15:00,0.9599810777210528
09/04/2024 17:30:00,0.9550526781204718
09/04/2024 17:45:00,0.9486376530054875
09/04/2024 18:00:00,0.9435967844203992
09/04/2024 18:15:00,0.9368468144983003
09/04/2024 18:30:00,0.922850071125025
09/04/2024 18:45:00,0.9138029086643618
09/04/2024 19:00:00,0.9053638389778452
09/04/2024 19:15:00,0.8963656393893679
09/04/2024 19:30:00,0.8888059345660805
09/04/2024 19:45:00,0.8802595147121307
09/04/2024 20:00:00,0.8711415713670972
09/04/2024 20:15:00,0.8649213670430836
09/04/2024 20:30:00,0.8593879163299795
09/04/2024 20:45:00,0.8538709410213375
09/04/2024 21:00:00,0.8480295070969447
09/04/2024 21:15:00,0.7799467184259208
09/04/2024 21:30:00,0.7118639297548968
09/04/2024 21:45:00,0.6876544518875103
09/04/2024 22:00:00,0.680989749614
09/04/2024 22:15:00,0.6734367230284088
09/04/2024 22:30:00,0.6679035213218003
09/04/2024 22:45:00,0.5998207326507763
09/04/2024 23:00:00,0.5317379439797523
