datetime,Consumer_0_elec,PublicGrid_0_elec,Charger_0_elec,Consumer_0_heat,PublicGrid_0_heat,Charger_0_heat
08/04/2024 15:00:00,-0.5184612756264236,-0.5664098354846875,0,0.0,0.0,0.0
08/04/2024 15:15:00,-0.3981922222222222,-1.0780012657414992,0,0.0,0.0,0.0
08/04/2024 15:30:00,-0.4769977777777778,0.12454753508455046,0,0.0,0.0,0.0
08/04/2024 15:45:00,-0.4353407407407408,-1.4433150618471724,0,0.0,0.0,0.0
08/04/2024 16:00:00,-0.3839111111111111,-3.668312199910423,0,0.0,0.0,0.0
08/04/2024 16:15:00,-0.8116987037037037,0.26082279877932635,0,0.0,0.0,0.0
08/04/2024 16:30:00,-1.0301683333333334,2.504037976387539,0,0.0,0.0,0.0
08/04/2024 16:45:00,-0.7811918518518518,0.41394785831119535,0,0.0,0.0,0.0
08/04/2024 17:00:00,-2.4732581481481484,4.459856976724069,0,0.0,0.0,0.0
08/04/2024 17:15:00,-2.046463888888889,-2.0971094867346367,0,0.0,0.0,0.0
08/04/2024 17:30:00,-1.4651116666666666,4.334957597235684,0,0.0,0.0,0.0
08/04/2024 17:45:00,-2.610217222222222,2.6520303322122487,0,0.0,0.0,0.0
08/04/2024 18:00:00,-0.791505,0.9372455902459199,0,0.0,0.0,0.0
08/04/2024 18:15:00,-1.0738433333333333,-2.83406921436055,0,0.0,0.0,0.0
08/04/2024 18:30:00,-0.6918166666666667,3.0912268305622783,0,0.0,0.0,0.0
08/04/2024 18:45:00,-0.4773866666666667,-2.3384622488415268,0,0.0,0.0,0.0
08/04/2024 19:00:00,-0.4357633333333333,-0.9821398954529295,0,0.0,0.0,0.0
08/04/2024 19:15:00,-0.4035992592592592,0.6219669416665519,0,0.0,0.0,0.0
08/04/2024 19:30:00,-0.3987962962962963,0.8870377356945973,0,0.0,0.0,0.0
08/04/2024 19:45:00,-0.4977111111111111,-2.2289899314878845,0,0.0,0.0,0.0
08/04/2024 20:00:00,-0.3999644444444444,-0.5136449215523469,0,0.0,0.0,0.0
08/04/2024 20:15:00,-0.4502188888888889,-1.3221902551427098,0,0.0,0.0,0.0
08/04/2024 20:30:00,-0.3489388888888888,-0.21686297612171435,0,0.0,0.0,0.0
08/04/2024 20:45:00,-0.3388305555555556,0.2202671236087715,0,0.0,0.0,0.0
08/04/2024 21:00:00,-0.4333955555555556,-0.23915228820815554,0,0.0,0.0,0.0
08/04/2024 21:15:00,-0.3972755555555555,-1.7892934748037477,0,0.0,0.0,0.0
08/04/2024 21:30:00,-0.4235,2.1954853226200965,0,0.0,0.0,0.0
08/04/2024 21:45:00,-0.3725356347438753,-0.3691098315418273,0,0.0,0.0,0.0
08/04/2024 22:00:00,-0.349891640866873,2.9084420353149696,0,0.0,0.0,0.0
08/04/2024 22:15:00,-0.4146372222222222,3.1557394574440383,0,0.0,0.0,0.0
08/04/2024 22:30:00,-0.3548327777777778,-1.1148335741301003,0,0.0,0.0,0.0
08/04/2024 22:45:00,-0.4232324074074074,-3.3058096659551803,0,0.0,0.0,0.0
08/04/2024 23:00:00,-0.2551075925925926,-1.1098168484292668,0,0.0,0.0,0.0
08/04/2024 23:15:00,-0.3680622222222222,-2.6342910974685525,0,0.0,0.0,0.0
08/04/2024 23:30:00,-0.3031048148148148,-0.8287381462832217,0,0.0,0.0,0.0
08/04/2024 23:45:00,-0.3786829629629629,-3.439743747021745,0,0.0,0.0,0.0
09/04/2024 00:00:00,-0.3086127777777777,-0.7961170140817406,0,0.0,0.0,0.0
09/04/2024 00:15:00,-0.2562844444444444,1.9540837061362413,0,0.0,0.0,0.0
